Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1669637790607;28/11/2022 12:16:30;1669637790478;0;28/11/2022 12:16:30;74063;37;questionnaire-vlry;;25518311;fjtm0lvf;7551072;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6.1;1440x900;1440x741;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;16694
1;1669639499044;28/11/2022 12:44:59;1669639500251;0;28/11/2022 12:45:00;74063;37;questionnaire-vlry;;25518986;i2ouwrir;7551284;;live;;;mobile;Samsung SM-G973F;Android 12;Instagram 261.0.0.21.111;412x869;412x730;Cape-15_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;1;1;1;1;1;1;1;1;23654
1;1669642198166;28/11/2022 13:29:58;1669642197990;0;28/11/2022 13:29:57;74063;37;questionnaire-vlry;;25520614;nm7mj1mw;7551681;;live;;;mobile;Apple iPhone;iOS 16.1.1;Mobile Safari 16.1;428x926;428x746;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;10319
1;1669645407473;28/11/2022 14:23:27;1669645406781;0;28/11/2022 14:23:26;74063;37;questionnaire-vlry;;25522677;f4pd38ku;7552110;;live;;;mobile;Apple iPhone;iOS 15.6.1;Instagram 261.0.0.18.106;414x736;414x696;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;16071
1;1669647138944;28/11/2022 14:52:18;1669647138709;0;28/11/2022 14:52:18;74063;37;questionnaire-vlry;;25523634;5k4n8ml9;7552345;;live;;;mobile;Apple iPhone;iOS 15.6.1;Mobile Safari 15.6.1;414x736;414x617;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;32731
1;1669814174252;30/11/2022 13:16:14;1669814173109;0;30/11/2022 13:16:13;74063;37;questionnaire-vlry;;25574049;bsleg7if;7565359;;live;;;mobile;undefined AC2001;Android 12;Chrome 107.0.0.0;384x854;384x693;Social Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;8779
1;1669814185829;30/11/2022 13:16:25;1669814197742;5.5;30/11/2022 18:46:37;74063;37;questionnaire-vlry;;25574062;2pibu9ll;7565363;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1536x864;1536x746;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;11028
1;1669814213219;30/11/2022 13:16:53;1669814211960;5.5;30/11/2022 18:46:51;74063;37;questionnaire-vlry;;25574079;p0h72jhe;7565358;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 107.0.1418.56;1536x864;1536x746;Social_Task_Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;9321
1;1669814276468;30/11/2022 13:17:56;1669814276019;5.5;30/11/2022 18:47:56;74063;37;questionnaire-vlry;;25574137;dq1uhzhb;7565378;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 107.0;1536x864;1536x750;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;10387
1;1669814305837;30/11/2022 13:18:25;1669814304722;5.5;30/11/2022 18:48:24;74063;37;questionnaire-vlry;;25574159;ppmjf9at;7565384;;live;;;mobile;undefined Infinix X689;Android 11;Chrome 107.0.0.0;360x820;360x680;Social Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;9344
