Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1669057696829;21/11/2022 19:08:16;1669057696748;0;21/11/2022 19:08:16;74063;36;questionnaire-vlry;;25383044;rlgr5y41;7510465;;live;;;computer;Desktop or Laptop;Mac OS 10.14.6;Safari 14.1.2;1440x900;1440x837;Space_Task_Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;16473
1;1669125553409;22/11/2022 13:59:13;1669125553187;0;22/11/2022 13:59:13;74063;36;questionnaire-vlry;;25400051;jqmvwov0;7518980;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.6;1440x900;1324x734;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;9716419
1;1669135077027;22/11/2022 16:37:57;1669135076850;0;22/11/2022 16:37:56;74063;36;questionnaire-vlry;;25404890;omdabzmg;7520723;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari undefined;820x1180;1180x713;Space Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;8552
1;1669292442246;24/11/2022 12:20:42;1669292442518;0;24/11/2022 12:20:42;74063;36;questionnaire-vlry;;25454497;821a1gks;7532853;;complete;;;computer;Desktop or Laptop;Mac OS 10.11.6;Chrome 103.0.0.0;1280x800;1280x721;Social_Task_Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;496478
1;1669389344097;25/11/2022 15:15:44;1669389343861;-8;25/11/2022 07:15:43;74063;36;questionnaire-vlry;;25479274;3qw0fn84;7540159;;complete;;;mobile;Samsung SM-S908U;Android 13;Chrome 107.0.0.0;412x883;412x783;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;29045
1;1669395500785;25/11/2022 16:58:20;1669395500703;5.5;25/11/2022 22:28:20;74063;36;questionnaire-vlry;;25481388;trab0t8n;7540849;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1280x720;1280x577;Space Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;13795
1;1669395709763;25/11/2022 17:01:49;1669395710688;5.5;25/11/2022 22:31:50;74063;36;questionnaire-vlry;;25481444;oct0im6f;7540871;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1536x864;1536x758;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;62824
1;1669399937666;25/11/2022 18:12:17;1669399938549;5.5;25/11/2022 23:42:18;74063;36;questionnaire-vlry;;25482551;cmr7m83b;7541293;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 107.0.0.0;1920x1080;1920x979;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;6617
1;1669431255464;26/11/2022 02:54:15;1669431253776;5.5;26/11/2022 08:24:13;74063;36;questionnaire-vlry;;25489293;mamq3b9q;7542815;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1542x766;1536x758;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;6833
1;1669445617773;26/11/2022 06:53:37;1669445617224;5.5;26/11/2022 12:23:37;74063;36;questionnaire-vlry;;25490009;xynij7kc;7543027;;complete;;;mobile;undefined undefined;Android 12;Chrome 107.0.0.0;384x857;384x680;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;7883
1;1669468004093;26/11/2022 13:06:44;1669468029750;0;26/11/2022 13:07:09;74063;36;questionnaire-vlry;;25492178;k3t0pxlt;7543655;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 107.0.0.0;1536x864;1536x746;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;8385
