Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1650645834681;22/04/2022 16:43:54;1650645834519;1;22/04/2022 17:43:54;74063;24;questionnaire-vlry;;21438787;5gddpa25;6341804;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.3;1440x900;1440x797;Space_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;11433
1;1650647273040;22/04/2022 17:07:53;1650647271918;1;22/04/2022 18:07:51;74063;24;questionnaire-vlry;;21439468;t19lueu7;6342203;;live;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 15.4;810x1080;1080x746;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;8993
1;1650647626606;22/04/2022 17:13:46;1650647628085;1;22/04/2022 18:13:48;74063;24;questionnaire-vlry;;21439602;e20e85yg;6342220;;live;;;mobile;Samsung SM-G991B;Android 12;Chrome WebView 100.0.4896.127;412x915;412x828;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;32175
1;1650648626748;22/04/2022 17:30:26;1650648627559;3;22/04/2022 20:30:27;74063;24;questionnaire-vlry;;21439919;jm0ydxs8;6342299;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;2560x1440;2560x1272;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;21303
1;1650648850501;22/04/2022 17:34:10;1650648848782;-2.5;22/04/2022 15:04:08;74063;24;questionnaire-vlry;;21440138;8s8rqokf;6342364;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 100.0.4896.88;1440x900;1436x686;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;6487
1;1650658500648;22/04/2022 20:15:00;1650658500389;-5;22/04/2022 15:15:00;74063;24;questionnaire-vlry;;21444337;q83iqp23;6343242;;live;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;375x631;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;20044
1;1650663175461;22/04/2022 21:32:55;1650663175058;3;23/04/2022 00:32:55;74063;24;questionnaire-vlry;;21445466;za47kxge;6343544;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;414x736;414x628;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;18739
1;1650664119778;22/04/2022 21:48:39;1650664119588;1;22/04/2022 22:48:39;74063;24;questionnaire-vlry;;21445664;nayhoydr;6343613;;live;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;375x644;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;21228
1;1650666788209;22/04/2022 22:33:08;1650666787702;1;22/04/2022 23:33:07;74063;24;questionnaire-vlry;;21446142;u7qqffb8;6343721;;live;;;mobile;Samsung SM-F711B;Android 12;Samsung Browser 16.2;360x880;360x753;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;11413
1;1650671825796;22/04/2022 23:57:05;1650671825720;1;23/04/2022 00:57:05;74063;24;questionnaire-vlry;;21446569;o1aqxfso;6343856;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;414x736;414x628;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;27708
1;1650692230829;23/04/2022 05:37:10;1650692230835;1;23/04/2022 06:37:10;74063;24;questionnaire-vlry;;21447760;ioxmhb3i;6344107;;live;;;mobile;OPPO CPH1931;Android 10;Chrome 100.0.4896.88;360x800;360x672;Cape-15_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;1;1;1;1;1;1;1;1;18680
1;1650697633577;23/04/2022 07:07:13;1650697633584;1;23/04/2022 08:07:13;74063;24;questionnaire-vlry;;21448461;oohmedjx;6344229;;live;;;mobile;OPPO CPH1931;Android 10;Chrome 100.0.4896.88;360x800;360x672;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;6198
1;1650701708394;23/04/2022 08:15:08;1650701708447;1;23/04/2022 09:15:08;74063;24;questionnaire-vlry;;21449661;rd35j4hb;6344452;;live;;;mobile;undefined undefined;Android 11;Firefox 99.0;378x840;378x701;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;17510
1;1650703227844;23/04/2022 08:40:27;1650703227667;1;23/04/2022 09:40:27;74063;24;questionnaire-vlry;;21450015;pzoghtjx;6344540;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 100.0.4896.127;1440x900;1205x745;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;5693
1;1650703970729;23/04/2022 08:52:50;1650703970633;1;23/04/2022 09:52:50;74063;24;questionnaire-vlry;;21450150;0iojy4p1;6344585;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;390x844;390x670;Cape-15_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;1;1;1;1;1;1;1;1;18634
1;1650704419074;23/04/2022 09:00:19;1650704418987;1;23/04/2022 10:00:18;74063;24;questionnaire-vlry;;21450213;r8ygqlqw;6344605;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;390x844;390x670;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;8196
1;1650707170523;23/04/2022 09:46:10;1650707169637;-6;23/04/2022 03:46:09;74063;24;questionnaire-vlry;;21450702;k83bljxd;6344725;;live;;;mobile;Samsung SM-A326U;Android 11;Chrome 100.0.4896.127;385x854;384x726;Social Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;25461
1;1650710031659;23/04/2022 10:33:51;1650710031535;1;23/04/2022 11:33:51;74063;24;questionnaire-vlry;;21451275;idveohcb;6344848;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;375x667;375x552;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;40757
1;1650710812957;23/04/2022 10:46:52;1650710812836;1;23/04/2022 11:46:52;74063;24;questionnaire-vlry;;21451413;29tz69vv;6344889;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;375x667;375x552;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;9622
1;1650732752140;23/04/2022 16:52:32;1650732751006;1;23/04/2022 17:52:31;74063;24;questionnaire-vlry;;21458499;iud8c0v4;6346004;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1920x1080;1920x929;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;5838
1;1650741119256;23/04/2022 19:11:59;1650741119878;1;23/04/2022 20:11:59;74063;24;questionnaire-vlry;;21460873;7wg14oa9;6346403;;live;;;mobile;undefined undefined;Android 10;Firefox 99.0;396x880;396x739;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;10279
1;1650894215041;25/04/2022 13:43:35;1650894214953;1;25/04/2022 14:43:34;74063;24;questionnaire-vlry;;21486527;oxheab1l;6354296;;live;;;mobile;Apple iPhone;iOS 14.8.1;Mobile Safari 14.1.2;414x896;414x715;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;8468
1;1650906292593;25/04/2022 17:04:52;1650906292484;1;25/04/2022 18:04:52;74063;24;questionnaire-vlry;;21493089;63gzl4nt;6356014;;live;;;mobile;undefined undefined;Android 12;Firefox 99.0;396x858;396x736;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;35639
1;1650908901135;25/04/2022 17:48:21;1650908900422;1;25/04/2022 18:48:20;74063;24;questionnaire-vlry;;21494390;jaw3hr39;6356296;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x552;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;7656
1;1650910208996;25/04/2022 18:10:08;1650910211462;1;25/04/2022 19:10:11;74063;24;questionnaire-vlry;;21494931;6m65m5tt;6356399;;live;;;mobile;Huawei EML-L09;Android 10;Chrome 92.0.4515.131;360x748;360x573;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;10469
1;1650920652018;25/04/2022 21:04:12;1650920652430;1;25/04/2022 22:04:12;74063;24;questionnaire-vlry;;21498348;jm1fhxze;6357156;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.60;1280x720;1280x577;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;8567
1;1650923863569;25/04/2022 21:57:43;1650923863421;1;25/04/2022 22:57:43;74063;24;questionnaire-vlry;;21499322;br7y81wj;6357431;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 100.0.4896.60;1440x900;1440x764;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;9982
1;1650930770316;25/04/2022 23:52:50;1650930770357;1;26/04/2022 00:52:50;74063;24;questionnaire-vlry;;21500890;0nxvpl57;6357807;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 99.0;2560x1440;2560x1355;Social Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;6008
1;1650956247848;26/04/2022 06:57:27;1650956247586;2;26/04/2022 08:57:27;74063;24;questionnaire-vlry;;21503504;cmlh0k5l;6358601;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.4;1440x900;1440x718;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;20903
1;1650962005030;26/04/2022 08:33:25;1650962006748;1;26/04/2022 09:33:26;74063;24;questionnaire-vlry;;21507400;3yr9yznu;6359236;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 100.0.1185.50;1280x720;1280x601;Space Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;5029
1;1650977167303;26/04/2022 12:46:07;1650977167215;1;26/04/2022 13:46:07;74063;24;questionnaire-vlry;;21513513;x1adle1f;6360930;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1920x1080;1920x969;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;8163
1;1651008639609;26/04/2022 21:30:39;1651008639424;-7;26/04/2022 14:30:39;74063;24;questionnaire-vlry;;21528853;ggvp06po;6364372;;live;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 14.1.2;1024x1366;1366x956;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;14174
1;1651048084684;27/04/2022 08:28:04;1651048084603;1;27/04/2022 09:28:04;74063;24;questionnaire-vlry;;21534835;vem668t6;6366070;;live;;;mobile;Apple iPhone;iOS 15.4.1;Mobile Safari 15.4;390x844;390x663;Social Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;17952
1;1651082940287;27/04/2022 18:09:00;1651082940177;1;27/04/2022 19:09:00;74063;24;questionnaire-vlry;;21548620;pnid4a92;6370303;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1366x768;1366x625;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;10540
1;1651118081510;28/04/2022 03:54:41;1651118079939;1;28/04/2022 04:54:39;74063;24;questionnaire-vlry;;21555709;b0juo8po;6372142;;live;;;mobile;undefined H3113;Android 9;Chrome 100.0.4896.79;360x640;360x464;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;16657
END OF FILE
