Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1659699769787;05/08/2022 11:42:49;1659699769598;3;05/08/2022 14:42:49;74063;32;questionnaire-vlry;;23490636;bxp64grn;6886190;;complete;;;mobile;Apple iPhone;iOS 12.5.4;Mobile Safari 12.1.2;414x736;736x414;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;25994
1;1659701388335;05/08/2022 12:09:48;1659701389105;1;05/08/2022 13:09:49;74063;32;questionnaire-vlry;;23491445;qx9udyvn;6886327;;live;;;mobile;undefined undefined;Android 11;Chrome 103.0.5060.134;393x873;393x741;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;13262
1;1659710764888;05/08/2022 14:46:04;1659710764753;-4;05/08/2022 10:46:04;74063;32;questionnaire-vlry;;23495995;wu1q0fhi;6887122;;live;;;mobile;Apple iPhone;iOS 14.4.2;Mobile Safari 14.0.3;375x667;375x559;Cape-15_Done;;;Consent;4;cannabis_yes;regular__ever_yes;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;1;1;1;1;1;1;1;1;67268
1;1659718979750;05/08/2022 17:02:59;1659718979624;-4;05/08/2022 13:02:59;74063;32;questionnaire-vlry;;23499081;qzig8dwp;6887679;;live;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;390x669;Social Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;66009
1;1660049633247;09/08/2022 12:53:53;1660049628493;1;09/08/2022 13:53:48;74063;32;questionnaire-vlry;;23539689;btn1rvaz;6898756;;complete;;;mobile;Samsung SM-G960F;Android 10;Chrome 104.0.0.0;360x740;360x564;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;146659
1;1660260186270;11/08/2022 23:23:06;1660260186061;1;12/08/2022 00:23:06;74063;32;questionnaire-vlry;;23584573;40txtntb;6911848;;live;;;mobile;Apple iPhone;iOS 15.6;Instagram 245.0.0.13.110;390x844;390x777;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;7163
1;1660323815598;12/08/2022 17:03:35;1660323814865;1;12/08/2022 18:03:34;74063;32;questionnaire-vlry;;23596628;1y59fcd1;6914740;;live;;;mobile;Samsung SM-A805F;Android 11;Chrome WebView 103.0.5060.129;800x360;752x336;Social Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;65319
1;1660582815855;15/08/2022 17:00:15;1660582815761;2;15/08/2022 19:00:15;74063;32;questionnaire-vlry;;23627989;xb3x3yga;6923725;;live;;;mobile;undefined M2101K7BNY;Android 11;Chrome 92.0.4515.131;393x873;393x688;Social Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;13351
1;1661039942713;20/08/2022 23:59:02;1661039946393;1;21/08/2022 00:59:06;74063;32;questionnaire-vlry;;23753086;f4x6g77x;6960739;;live;;;mobile;Samsung SM-G965F;Android 10;Chrome 104.0.0.0;412x846;412x718;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;11954
1;1661116651031;21/08/2022 21:17:31;1661116650967;1;21/08/2022 22:17:30;74063;32;questionnaire-vlry;;23759428;srjq2cu0;6972485;;live;;;mobile;Apple iPhone;iOS 15.6;Mobile Safari 15.6;414x896;414x718;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;5015
