Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Spreadsheet;Spreadsheet Name;Spreadsheet Row;Trial Number;Screen Number;Screen Name;Zone Name;Zone Type;Reaction Time;Reaction Onset;Response Type;Response;Attempt;Correct;Incorrect;Dishonest;X Coordinate;Y Coordinate;Timed Out;randomise_blocks;randomise_trials;display;ANSWER;Pie chart;Social advice;blue button;correct;incorrect;timeout;Color advice;yellow button;Unnamed: 0;Unnamed: 0.1;block;number;__EMPTY;key
1;1659224893522;30/07/2022 23:48:13;1659224893383;1;31/07/2022 00:48:13;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x722;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;;;BEGIN TASK;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;
2;1659224899091;30/07/2022 23:48:19;1659224898975;1;31/07/2022 00:48:18;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1519x722;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;1;1;1;FullscreenCheck;script;force_advance;5549.959000000001;;;;;0;1;0;;;;;;ScreenCheck;;;;;;;;;;0;0;;;0;8
3;1659224924688;30/07/2022 23:48:44;1659224924600;1;31/07/2022 00:48:44;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;2;1;1;GeneralInstruction;advancementZone;continue_button;25532.5;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;8
4;1659224937009;30/07/2022 23:48:57;1659224936918;1;31/07/2022 00:48:56;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;2;1;2;PracticeInstruction;advancementZone;continue_button;12308.800000011921;;;;;0;1;0;;;;;;Introduction;;;;;;;;;;1;1;Introduction;;1;8
5;1659224937080;30/07/2022 23:48:57;1659224936939;1;31/07/2022 00:48:56;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;3;1;1;Screen 1;Zone1;timelimit_screen;16.679000000003725;;;;;0;1;0;;;1;;;HiddenScoreSetPractice;;;;;;;;;;2;2;HiddenScoreSetPractice;;2;8
6;1659224937477;30/07/2022 23:48:57;1659224937379;1;31/07/2022 00:48:57;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;5;1;1;Fixation;fixation;fixation;449.9599999999991;;;;;0;1;0;;;;;1;B1J;yellow buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;4;4;Practice;;4;8
7;1659224942355;30/07/2022 23:49:02;1659224942262;1;31/07/2022 00:49:02;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;5;1;2;Start;ButtonBlue;response_button_image;4818.70000000298;;;blue buttonYB.png;1;0;1;0;;;;;1;B1J;yellow buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;4;4;Practice;;4;8
8;1659224943333;30/07/2022 23:49:03;1659224943246;1;31/07/2022 00:49:03;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;5;1;4;Incorrect;Zone6;timelimit_screen;999.9939999999988;;;;;0;1;0;;;1;;1;B1J;yellow buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;4;4;Practice;;4;8
9;1659224943447;30/07/2022 23:49:03;1659224943299;1;31/07/2022 00:49:03;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;5;1;6;ProgBarUpdate;Zone6;timelimit_screen;50.033000000003085;;;;;0;1;0;;;1;;1;B1J;yellow buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;4;4;Practice;;4;8
10;1659224943447;30/07/2022 23:49:03;1659224943313;1;31/07/2022 00:49:03;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;;;PracticeScore;;;;;;;;;3;0;1;0;;;;;;;;;;;;;;;;;;;;;
11;1659224944884;30/07/2022 23:49:04;1659224944796;1;31/07/2022 00:49:04;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;5;1;7;Outcome;Zone6;timelimit_screen;1499.964;;;;;0;1;0;;;1;;1;B1J;yellow buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;4;4;Practice;;4;8
12;1659224945337;30/07/2022 23:49:05;1659224945245;1;31/07/2022 00:49:05;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;13;2;1;Fixation;fixation;fixation;450.00100000000384;;;;;0;1;0;;;;;1;B1J;yellow buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;12;12;Practice;;12;8
13;1659224948959;30/07/2022 23:49:08;1659224948857;1;31/07/2022 00:49:08;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;13;2;2;Start;ButtonYellow;response_button_image;3538.2000000029802;;;yellow buttonYB.png;1;1;0;0;;;;;1;B1J;yellow buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;12;12;Practice;;12;8
14;1659224949931;30/07/2022 23:49:09;1659224949846;1;31/07/2022 00:49:09;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;13;2;3;Correct;Zone6;timelimit_screen;1000.010000000002;;;;;0;1;0;;;1;;1;B1J;yellow buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;12;12;Practice;;12;8
15;1659224950017;30/07/2022 23:49:10;1659224949923;1;31/07/2022 00:49:09;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;13;2;6;ProgBarUpdate;Zone6;timelimit_screen;66.68799999999464;;;;;0;1;0;;;1;;1;B1J;yellow buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;12;12;Practice;;12;8
16;1659224950095;30/07/2022 23:49:10;1659224949935;1;31/07/2022 00:49:09;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;;;PracticeScore;;;;;;;;;4;0;1;0;;;;;;;;;;;;;;;;;;;;;
17;1659224951502;30/07/2022 23:49:11;1659224951412;1;31/07/2022 00:49:11;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;13;2;7;Outcome;Zone6;timelimit_screen;1499.9600000000064;;;;;0;1;0;;;1;;1;B1J;yellow buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;12;12;Practice;;12;8
18;1659224951949;30/07/2022 23:49:11;1659224951862;1;31/07/2022 00:49:11;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;4;3;1;Fixation;fixation;fixation;450.00999999999476;;;;;0;1;0;;;;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;8
19;1659224955217;30/07/2022 23:49:15;1659224955123;1;31/07/2022 00:49:15;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;4;3;2;Start;ButtonYellow;response_button_image;3193.2000000029802;;;yellow buttonYB.png;1;0;1;0;;;;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;8
20;1659224956198;30/07/2022 23:49:16;1659224956113;1;31/07/2022 00:49:16;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;4;3;4;Incorrect;Zone6;timelimit_screen;999.9939999999988;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;8
21;1659224956403;30/07/2022 23:49:16;1659224956239;1;31/07/2022 00:49:16;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;4;3;6;ProgBarUpdate;Zone6;timelimit_screen;66.6820000000007;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;8
22;1659224956403;30/07/2022 23:49:16;1659224956248;1;31/07/2022 00:49:16;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;;;PracticeScore;;;;;;;;;3;0;1;0;;;;;;;;;;;;;;;;;;;;;
23;1659224957773;30/07/2022 23:49:17;1659224957679;1;31/07/2022 00:49:17;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;4;3;7;Outcome;Zone6;timelimit_screen;1500.0039999999935;;;;;0;1;0;;;1;;1;B1J;blue buttonYB.png;2575YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;yellow buttonYB.png;yellow buttonYB.png;3;3;Practice;;3;8
24;1659224958216;30/07/2022 23:49:18;1659224958129;1;31/07/2022 00:49:18;74063;30;task-j2h4;;23386538;09y8v9ym;6863080;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 103.0.0.0;1536x864;1536x864;Social_Task_Done;;;SocialTask2021;3;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;all_spreadsheets;all_spreadsheets;6;4;1;Fixation;fixation;fixation;449.9630000000034;;;;;0;1;0;;;;;1;B1J;blue buttonYB.png;7525YB.png;social_advice.png;blue buttonYB.png;correct.png;incorrect.png;timeout.png;blue buttonYB.png;yellow buttonYB.png;5;5;Practice;;5;8
