Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1651504624313;02/05/2022 15:17:04;1651504624232;1;02/05/2022 16:17:04;74063;27;questionnaire-vlry;;21619421;mk7m33h9;6392010;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x577;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;15353
1;1652113117727;09/05/2022 16:18:37;1652113117673;1;09/05/2022 17:18:37;74063;27;questionnaire-vlry;;21773631;jbpfuu7d;6436182;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 99.0.4844.83;1440x900;1440x821;Space Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;9996
1;1652113609796;09/05/2022 16:26:49;1652113609966;1;09/05/2022 17:26:49;74063;27;questionnaire-vlry;;21774330;rni5ow23;6436271;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1536x864;1536x754;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;33162
1;1652113852261;09/05/2022 16:30:52;1652113851302;1;09/05/2022 17:30:51;74063;27;questionnaire-vlry;;21774691;g7i8sk0z;6436306;;live;;;mobile;undefined undefined;Android 9;Firefox 100.0;360x780;360x657;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;5623
1;1652114662534;09/05/2022 16:44:22;1652114662424;1;09/05/2022 17:44:22;74063;27;questionnaire-vlry;;21775573;nq20j9pv;6436389;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.54;1440x900;1337x677;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;;;;No;1;1;1;1;1;1;1;1;9839
1;1652188800652;10/05/2022 13:20:00;1652188802187;1;10/05/2022 14:20:02;74063;27;questionnaire-vlry;;21801148;425milzg;6442290;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.54;1366x768;1327x566;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;11360
1;1652197730513;10/05/2022 15:48:50;1652197730308;8;10/05/2022 23:48:50;74063;27;questionnaire-vlry;;21805315;jnqbm304;6443448;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 99.0.4844.74;1280x800;1275x600;Space_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;16736
1;1652204327997;10/05/2022 17:38:47;1652204327931;1;10/05/2022 18:38:47;74063;27;questionnaire-vlry;;21807563;sdwn34qa;6443994;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.41;1536x864;1536x722;Social_Task_Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;36571
1;1652269588899;11/05/2022 11:46:28;1652269588787;1;11/05/2022 12:46:28;74063;27;questionnaire-vlry;;21823918;s2up78wa;6448666;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.64;1280x800;1280x612;Space Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;9442
1;1652289439846;11/05/2022 17:17:19;1652289439635;1;11/05/2022 18:17:19;74063;27;questionnaire-vlry;;21833913;rr2n7mee;6451222;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1280x720;1280x569;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;5773
1;1652636115951;15/05/2022 17:35:15;1652636115888;1;15/05/2022 18:35:15;74063;27;questionnaire-vlry;;21899539;55jsefc5;6468236;;complete;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 99.0;1440x900;1347x728;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;15591
1;1652778375135;17/05/2022 09:06:15;1652778375057;1;17/05/2022 10:06:15;74063;27;questionnaire-vlry;;21930920;bb5xxyq6;6477069;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 100.0;1366x768;1366x634;Space Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;2905151
1;1653309530016;23/05/2022 12:38:50;1653309529249;1;23/05/2022 13:38:49;74063;27;questionnaire-vlry;;22046393;szbgajtc;6504164;;live;;;mobile;Samsung SM-G988B;Android 11;Samsung Browser 17.0;412x915;412x791;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;3889
1;1653395725186;24/05/2022 12:35:25;1653395725118;1;24/05/2022 13:35:25;74063;27;questionnaire-vlry;;22070604;c42uzjuh;6509995;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 101.0.4951.67;1368x912;1368x761;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;10984
1;1653496703134;25/05/2022 16:38:23;1653410185108;3;24/05/2022 19:36:25;74063;27;questionnaire-vlry;;22096845;wi0go4da;6517523;;live;;;mobile;undefined TECNO CA6S;Android 7.0;Chrome 62.0.3202.84;360x720;360x600;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;25870
1;1653508155327;25/05/2022 19:49:15;1653508155080;1;25/05/2022 20:49:15;74063;27;questionnaire-vlry;;22099879;185pev6o;6518307;;live;;;mobile;Samsung SM-G780G;Android 12;Chrome 101.0.4951.61;360x800;360x667;Social Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;17464
1;1653650571710;27/05/2022 11:22:51;1653650571459;1;27/05/2022 12:22:51;74063;27;questionnaire-vlry;;22126884;nqfc3roc;6526786;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 101.0.4951.64;1440x900;1440x690;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;20926
