Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1677852891204;03/03/2023 14:14:51;1677852890695;5.5;03/03/2023 19:44:50;74063;39;questionnaire-vlry;;27778474;r6c1a7yd;8254854;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x814;Space Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;9289
1;1677855529884;03/03/2023 14:58:49;1677855528376;5.5;03/03/2023 20:28:48;74063;39;questionnaire-vlry;;27780750;zt5e0pkb;8255340;;complete;;;mobile;undefined RMX3151;Android 12;Chrome 108.0.0.0;360x804;360x648;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;13474
1;1677868514025;03/03/2023 18:35:14;1677868514647;5.5;04/03/2023 00:05:14;74063;39;questionnaire-vlry;;27789459;ksaunjbj;8257404;;complete;;;mobile;Samsung SM-A515F;Android 13;Chrome 110.0.0.0;412x915;412x762;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;5413
1;1677873156247;03/03/2023 19:52:36;1677873153798;5.5;04/03/2023 01:22:33;74063;39;questionnaire-vlry;;27791600;7udrtyvf;8257935;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 110.0.1587.63;1536x864;1536x746;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;9203
1;1677882544550;03/03/2023 22:29:04;1677882543671;0;03/03/2023 22:29:03;74063;39;questionnaire-vlry;;27794780;iy8d8ldm;8258757;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 110.0.0.0;1280x720;1280x609;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;4218
1;1677885912518;03/03/2023 23:25:12;1677885912400;0;03/03/2023 23:25:12;74063;39;questionnaire-vlry;;27795605;tsuwlbqz;8259000;;live;;;mobile;Apple iPhone;iOS 16.2;Safari 16.2;414x896;414x713;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;8157
1;1677903939160;04/03/2023 04:25:39;1677903938892;5.5;04/03/2023 09:55:38;74063;39;questionnaire-vlry;;27797313;gvbuf6jw;8259417;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;7634
1;1677916784381;04/03/2023 07:59:44;1677916784200;5.5;04/03/2023 13:29:44;74063;39;questionnaire-vlry;;27797951;r9ta44d3;8259541;;live;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x814;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;6818
1;1677920082413;04/03/2023 08:54:42;1677920082241;5.5;04/03/2023 14:24:42;74063;39;questionnaire-vlry;;27798510;s62q6qbk;8259640;;complete;;;mobile;Apple iPhone;iOS 15.4;Chrome 110.0.5481.114;414x896;414x720;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;6924
1;1677940844959;04/03/2023 14:40:44;1677940844848;0;04/03/2023 14:40:44;74063;39;questionnaire-vlry;;27804162;1g2csonp;8261021;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 110.0.0.0;1440x900;1440x693;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;7013
