Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;Randomise questionnaire elements?;Understanding;Reading_Information;Inclusion_Criteria;Withdraw_Keep_Info;Understand_dataprotection;understand_GDPR;Understanding_Not_Identifiable;Use_data_future_research;END QUESTIONNAIRE
1;1648515307213;29/03/2022 00:55:07;1648515304980;-5;28/03/2022 19:55:04;74063;22;questionnaire-vlry;;20883803;0r7n22hb;6179202;;live;;;mobile;Samsung SM-G975U;Android 12;Chrome 99.0.4844.73;412x869;412x724;Social Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;10912
1;1648528936889;29/03/2022 04:42:16;1648528934875;-4;29/03/2022 00:42:14;74063;22;questionnaire-vlry;;20888181;h49jyoej;6179929;;live;;;mobile;undefined undefined;Android 9;Firefox 98.0;414x736;414x656;Social Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;92961
1;1648541950609;29/03/2022 08:19:10;1648541950558;2;29/03/2022 10:19:10;74063;22;questionnaire-vlry;;20891754;imie71n7;6180731;;complete;;;mobile;Apple iPhone;iOS 15.3.1;Mobile Safari 15.3;375x812;724x285;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;6816
1;1648568956228;29/03/2022 15:49:16;1648568991447;1;29/03/2022 16:49:51;74063;22;questionnaire-vlry;;20910939;p22j8bzp;6185328;;live;;;mobile;OPPO CPH2197;Android 11;Chrome 99.0.4844.73;360x800;360x664;Social Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;;Social Task Done;No;1;1;1;1;1;1;1;1;21428
1;1648963624583;03/04/2022 05:27:04;1648963624361;-6;02/04/2022 23:27:04;74063;22;questionnaire-vlry;;21050237;oiwk0gfl;6221344;;live;;;mobile;Apple iPhone;iOS 15.4;Safari 15.4;375x667;375x546;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;18984
1;1649238320754;06/04/2022 09:45:20;1649238320033;5.5;06/04/2022 15:15:20;74063;22;questionnaire-vlry;;21134099;b7otezud;6243867;;live;;;mobile;Samsung SM-M326B;Android 11;Chrome 100.0.4896.79;385x854;384x711;CEQ_done_no_cannabis;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;;;No;1;1;1;1;1;1;1;1;4232
1;1649240908181;06/04/2022 10:28:28;1649240908098;1;06/04/2022 11:28:28;74063;22;questionnaire-vlry;;21135860;bu0bq05z;6244233;;complete;;;mobile;Apple iPhone;iOS 14.8.1;Mobile Safari 14.1.2;414x896;414x719;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;7000
1;1649345519479;07/04/2022 15:31:59;1649345518404;1;07/04/2022 16:31:58;74063;22;questionnaire-vlry;;21175865;3goew7vq;6258198;;live;;;mobile;Samsung SM-A307FN;Android 11;Chrome 100.0.4896.79;412x892;412x710;CEQ__cannabis_user_done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;12172
1;1649431602507;08/04/2022 15:26:42;1649431603915;1;08/04/2022 16:26:43;74063;22;questionnaire-vlry;;21197791;dmk7evmr;6264051;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 99.0;1536x864;1536x711;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;31326
1;1649932969951;14/04/2022 10:42:49;1649932970009;1;14/04/2022 11:42:50;74063;22;questionnaire-vlry;;21305442;sk2nk9v1;6303251;;complete;;;computer;Desktop or Laptop;Mac OS 10.12.6;Chrome 100.0.4896.88;1280x800;1280x609;Space Task Done;;;Consent;4;cannabis_yes;regular_ever_no;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;29540
1;1649961980079;14/04/2022 18:46:20;1649961979810;1;14/04/2022 19:46:19;74063;22;questionnaire-vlry;;21315474;ahi0sju9;6306736;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1440x900;1352x711;Space Task Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;8745
1;1650019899959;15/04/2022 10:51:39;1650019900798;1;15/04/2022 11:51:40;74063;22;questionnaire-vlry;;21321339;d8fdb5n8;6308339;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 86.0.4240.198;1280x720;1280x511;Social_Task_Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;6948
1;1650074942774;16/04/2022 02:09:02;1650074942415;1;16/04/2022 03:09:02;74063;22;questionnaire-vlry;;21328143;7rvbtsz4;6310304;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.88;1536x864;1536x754;Space Task Done;;;Consent;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;No;1;1;1;1;1;1;1;1;10410
1;1650228580457;17/04/2022 20:49:40;1650228579845;1;17/04/2022 21:49:39;74063;22;questionnaire-vlry;;21342827;34b6r7it;6314358;;complete;;;mobile;undefined HD1907;Android 11;Chrome 100.0.4896.88;384x854;384x721;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;4594
1;1650466219147;20/04/2022 14:50:19;1650466219102;1;20/04/2022 15:50:19;74063;22;questionnaire-vlry;;21386905;xzgjvx82;6327132;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1368x912;1368x769;Social_Task_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_yes;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;CEQ__cannabis_user_done;Space_Task_Done;Social_Task_Done;right_age;Space Task First;;;No;1;1;1;1;1;1;1;1;8656
1;1650557369425;21/04/2022 16:09:29;1650557369245;1;21/04/2022 17:09:29;74063;22;questionnaire-vlry;;21411502;931pjdcu;6334014;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 100.0.4896.127;1920x1080;1920x937;Cape-15_Done;;;Consent;4;cannabis_yes;regular__ever_yes;current_regular_use_no;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;;;;;right_age;;;;No;1;1;1;1;1;1;1;1;5693
END OF FILE
