Event Index;UTC Timestamp;UTC Date and Time;Local Timestamp;Local Timezone;Local Date and Time;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Room ID;Room Order;Task Name;Task Version;branch-huc2;branch-19ea;branch-b8n7;checkpoint-if5t;checkpoint-ezzj;checkpoint-lxys;checkpoint-n8ox;checkpoint-h7in;checkpoint-prqz;checkpoint-l38h;checkpoint-oafw;branch-x43a;randomiser-b8xo;checkpoint-zp1s;checkpoint-zmw5;originalHint;originalResult;participantPosition;participantConfidence;success;trialScore;level;distanceMovedX;distanceMovedY;timeToComplete;actualTrialScore;trialName;tutorialRepeated;timedOut;timedOutCount;reward;totalScore
1;1658509991106;22/07/2022 17:13:11;1658509990818;1;22/07/2022 18:13:10;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0173927805886088;-0.0116543273339887;36.66152546602245;100;;0;2;18.181818181818183;0;4927;0;spacetask003reversed;;;0;0;0
2;1658510003238;22/07/2022 17:13:23;1658510003172;1;22/07/2022 18:13:23;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;0.032895655139331;-0.0278634499594891;41.53846153846154;81.25;1;8;2;49.35064935064935;18.75;4141;81;spacetask003reversed;;1;1;0;8
3;1658510006218;22/07/2022 17:13:26;1658510006179;1;22/07/2022 18:13:26;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0030040149419115;-0.0122894444831856;46.34468341245804;72.91666666666667;1;7;2;7.792207792207792;27.08333333333333;2315;73;spacetask003reversed;;;0;0;15
4;1658510010797;22/07/2022 17:13:30;1658510010640;1;22/07/2022 18:13:30;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;0.0786522204919299;-0.011014798248541;55.2931918373445;72.91666666666667;1;7;2;14.285714285714285;27.08333333333333;3739;73;spacetask003reversed;;;0;0;22
5;1658510015140;22/07/2022 17:13:35;1658510015103;1;22/07/2022 18:13:35;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0101575625305828;0.0176988949531576;42.91439452201974;70.83333333333334;1;7;2;36.36363636363637;29.16666666666666;3688;71;spacetask003reversed;;;0;0;29
6;1658510019815;22/07/2022 17:13:39;1658510019763;1;22/07/2022 18:13:39;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;0.00998193818586438;-0.0390252855032758;40;62.49999999999999;1;6;2;33.76623376623377;37.5;3902;62;spacetask003reversed;;;0;0;35
7;1658510023141;22/07/2022 17:13:43;1658510023103;1;22/07/2022 18:13:43;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.00978121374385207;0.0145302228268093;43.25403357173738;66.66666666666666;1;7;2;23.376623376623375;33.33333333333333;2635;67;spacetask003reversed;;;0;0;42
8;1658510026572;22/07/2022 17:13:46;1658510026547;1;22/07/2022 18:13:46;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;0.00395935915052812;0.0232085318066533;52.86439122846656;64.58333333333333;1;7;2;3.896103896103896;35.416666666666664;2472;65;spacetask003reversed;;;0;0;49
9;1658510030291;22/07/2022 17:13:50;1658510030254;1;22/07/2022 18:13:50;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.0254453816688188;-0.0147162534883433;44.102856992215045;37.5;1;4;2;18.181818181818183;62.50000000000003;3233;37;spacetask003reversed;;;0;0;53
10;1658510041722;22/07/2022 17:14:01;1658510041680;1;22/07/2022 18:14:01;74063;28;task-6sm9;;23252257;uv1aiz6x;6825326;;complete;;;mobile;Apple iPhone;iOS 15.6;Chrome 103.0.5060.63;390x844;750x334;Space Task Done;;;SpaceTaskSimple;4;cannabis_no;;;Consent_Done;E-Mail_Done;Demographics Done;Cape-15_Done;CEQ_done_no_cannabis;;;;right_age;Social Task First;Space Task Done;Social Task Done;-0.000258425212472053;-0.00433432873583785;47.682780784369946;58.33333333333332;1;6;2;12.987012987012985;41.66666666666667;2858;58;spacetask003reversed;;1;1;0;59
